Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Genome Composition,Last Change,MSL of Last Change,Proposal for Last Change ,Taxon History URL,
107,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Betaherpesvirinae,Quwivirus,,Caviid betaherpesvirus 2,dsDNA,"Moved,",36,2020.007D.R.Herpesviridae_4ngen_6nsp.zip,ICTVonline=202001478,
108,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Betaherpesvirinae,Quwivirus,,Miniopterid betaherpesvirus 1,dsDNA,"New,",36,2020.007D.R.Herpesviridae_4ngen_6nsp.zip,ICTVonline=202009145,
109,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Betaherpesvirinae,Quwivirus,,Tupaiid betaherpesvirus 1,dsDNA,"Moved,",36,2020.007D.R.Herpesviridae_4ngen_6nsp.zip,ICTVonline=202001480,
110,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Betaherpesvirinae,Roseolovirus,,Human betaherpesvirus 7,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001474,
111,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Betaherpesvirinae,Roseolovirus,,Human betaherpesvirus 6A,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001475,
112,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Betaherpesvirinae,Roseolovirus,,Human betaherpesvirus 6B,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001476,
113,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Betaherpesvirinae,Roseolovirus,,Macacine betaherpesvirus 9,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006402,
114,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Betaherpesvirinae,Roseolovirus,,Murid betaherpesvirus 3,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006403,
115,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Betaherpesvirinae,Roseolovirus,,Suid betaherpesvirus 2,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001479,
116,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Bossavirus,,Delphinid gammaherpesvirus 1,dsDNA,"New,",36,2020.007D.R.Herpesviridae_4ngen_6nsp.zip,ICTVonline=202009147,
117,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Callitrichine gammaherpesvirus 3,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001483,
118,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Cercopithecine gammaherpesvirus 14,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001484,
119,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Gorilline gammaherpesvirus 1,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001485,
120,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Human gammaherpesvirus 4,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001486,
121,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Macacine gammaherpesvirus 4,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001487,
122,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Macacine gammaherpesvirus 10,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006406,
123,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Panine gammaherpesvirus 1,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001488,
124,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Papiine gammaherpesvirus 1,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001489,
125,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Pongine gammaherpesvirus 2,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001490,
126,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Macavirus,,Alcelaphine gammaherpesvirus 1,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001492,
127,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Macavirus,,Alcelaphine gammaherpesvirus 2,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001493,
128,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Macavirus,,Bovine gammaherpesvirus 6,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001494,
129,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Macavirus,,Caprine gammaherpesvirus 2,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001495,
130,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Macavirus,,Hippotragine gammaherpesvirus 1,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001496,
131,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Macavirus,,Ovine gammaherpesvirus 2,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001497,
132,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Macavirus,,Suid gammaherpesvirus 3,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001498,
133,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Macavirus,,Suid gammaherpesvirus 4,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001499,
134,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Macavirus,,Suid gammaherpesvirus 5,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001500,
135,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Manticavirus,,Phascolarctid gammaherpesvirus 1,dsDNA,"New,",36,2020.007D.R.Herpesviridae_4ngen_6nsp.zip,ICTVonline=202009151,
136,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Manticavirus,,Vombatid gammaherpesvirus 1,dsDNA,"New,",36,2020.007D.R.Herpesviridae_4ngen_6nsp.zip,ICTVonline=202009152,
137,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Patagivirus,,Vespertilionid gammaherpesvirus 3,dsDNA,"New,",36,2020.007D.R.Herpesviridae_4ngen_6nsp.zip,ICTVonline=202009149,
138,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Percavirus,,Equid gammaherpesvirus 2,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001502,
139,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Percavirus,,Equid gammaherpesvirus 5,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001503,
140,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Percavirus,,Felid gammaherpesvirus 1,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006410,
141,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Percavirus,,Mustelid gammaherpesvirus 1,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001504,
142,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Percavirus,,Phocid gammaherpesvirus 3,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006411,
143,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Percavirus,,Vespertilionid gammaherpesvirus 1,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006412,
144,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,,Ateline gammaherpesvirus 2,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001506,
145,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,,Ateline gammaherpesvirus 3,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001507,
146,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,,Bovine gammaherpesvirus 4,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001508,
147,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,,Cricetid gammaherpesvirus 2,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001509,
148,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,,Human gammaherpesvirus 8,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001510,
149,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,,Macacine gammaherpesvirus 5,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001511,
150,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,,Macacine gammaherpesvirus 8,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006407,
151,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,,Macacine gammaherpesvirus 11,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006408,
152,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,,Macacine gammaherpesvirus 12,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006409,
153,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,,Murid gammaherpesvirus 4,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001512,
154,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,,Murid gammaherpesvirus 7,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001513,
155,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,,Saimiriine gammaherpesvirus 2,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001514,
156,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,,,Equid gammaherpesvirus 7,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001516,
157,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,,,Phocid gammaherpesvirus 2,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001517,
158,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,,,Saguinine gammaherpesvirus 1,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001518,
159,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,,,,Iguanid herpesvirus 2,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202001521,
160,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Malacoherpesviridae,,Aurivirus,,Haliotid herpesvirus 1,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001525,
161,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Malacoherpesviridae,,Ostreavirus,,Ostreid herpesvirus 1,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001527,
162,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Aglimvirinae,Agtrevirus,,Enterobacter virus phiEM4,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008872,
163,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Aglimvirinae,Agtrevirus,,Salmonella virus P46FS4,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008874,
164,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Aglimvirinae,Agtrevirus,,Salmonella virus SKML39,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202005465,
165,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Aglimvirinae,Agtrevirus,,Shigella virus AG3,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202000534,
166,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Aglimvirinae,Agtrevirus,,Shigella virus MK13,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008873,
167,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Aglimvirinae,Limestonevirus,,Dickeya virus Limestone,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202000521,
168,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Aglimvirinae,Limestonevirus,,Dickeya virus RC2014,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202005467,
169,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Escherichia virus CBA120,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202000522,
170,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Escherichia virus ECML4,dsDNA,"Moved,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202000523,
171,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Escherichia virus EP75,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008868,
172,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Escherichia virus FEC14,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008862,
173,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Escherichia virus PhaxI,dsDNA,"Merged,Moved,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202000524,
174,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus 38,dsDNA,"Merged,Moved,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202005470,
175,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus aagejoakim,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008857,
176,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus allotria,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008845,
177,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus barely,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008867,
178,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus bering,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008869,
179,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus BSP101,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008860,
180,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus Det7,dsDNA,"Merged,Moved,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202000525,
181,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus dinky,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008854,
182,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus GG32,dsDNA,"Merged,Moved,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202005471,
183,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus heyday,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008849,
184,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus maane,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008847,
185,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus Marshall,dsDNA,"Moved,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202000526,
186,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus Maynard,dsDNA,"Moved,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202000527,
187,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus moki,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008859,
188,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus Mutine,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008866,
189,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus pertopsoe,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008846,
190,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus PM10,dsDNA,"Merged,Moved,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202005472,
191,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus rabagast,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008848,
192,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus S118,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008863,
193,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus SE14,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008851,
194,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus SeB,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008858,
195,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus SeG,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008852,
196,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus SeJ,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008864,
197,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus SenALZ1,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008853,
198,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus SenASZ3,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008850,
199,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus SeSz1,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008856,
200,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus SFP10,dsDNA,"Merged,Moved,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202000528,
201,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus SH19,dsDNA,"Merged,Moved,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202000529,
202,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus SJ2,dsDNA,"Moved,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202000530,
203,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus SJ3,dsDNA,"Merged,Moved,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202000531,
204,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus SP1,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008855,
205,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus SS9,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008865,
206,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus STML131,dsDNA,"Moved,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202000532,
207,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus STW77,dsDNA,"New,",36,2020.004B.R.Ackermannviridae_reassessment.zip,ICTVonline=202008861,
