"ICTVnames","NCBInames","ExemplarOrAdditional","GenBankIDs","RefSeqIDs"
"Pectobacterium virus Zenivior","Pectobacterium phage Zenivior","E","MK095210","NC_048120"
"Dickeya virus BF25-12","Dickeya phage BF25/12","E","KT240186","NC_047759"
"Pseudomonas virus NV3","Pseudomonas phage phiNV3","E","MG845683","NC_047933"
"Pseudomonas virus 130-113","Pseudomonas phage vB_PaeP_130_113","E","MH107770","NC_047953"
"Pseudomonas virus 15pyo","Pseudomonas phage vB_PaeP_PAO1_1-15pyo","E","LN610580","NC_047967"
"Pseudomonas virus Ab05","Pseudomonas phage vB_PaeP_PAO1_Ab05","E","LN610574","NC_026602"
"Pseudomonas virus ABTNL","Pseudomonas phage vB_PaeP_PPA-ABTNL","E","KM067278","NC_027375"
"Pseudomonas virus DL62","Pseudomonas phage DL62","E","KR054031","NC_028836"
"Pseudomonas virus kF77","Pseudomonas phage phikF77","E","FN263372","NC_012418"
"Pseudomonas virus LKD16","Pseudomonas phage LKD16","E","AM265638","NC_009935"
"Pseudomonas virus LUZ19","Pseudomonas phage LUZ19","E","AM910651","NC_010326"
"Pseudomonas virus MPK6","Pseudomonas phage MPK6","E","JX997978","NC_022746"
"Pseudomonas virus MPK7","Pseudomonas phage MPK7","E","JX501340","NC_022091"
"Pseudomonas virus NFS","Pseudomonas phage phiNFS","E","KU743887","NC_047852"
"Pseudomonas virus PAXYB1","Pseudomonas phage PAXYB1","E","KY618819","NC_047952"
"Pseudomonas virus phiKMV","Pseudomonas phage phiKMV","E","AJ505558","NC_005045"
"Pseudomonas virus PT2","Pseudomonas phage PT2","E","EU236438","NC_011107"
"Pseudomonas virus PT5","Pseudomonas phage PT5","E","EU056923","NC_011105"
"Pseudomonas virus RLP","Pseudomonas phage RLP","E","MH979674","NC_048168"
"Pseudomonas virus LKA1","Pseudomonas phage LKA1","E","AM265639","NC_009936"
"Pseudomonas virus f2","Pseudomonas phage phi-2","E","FN594518","NC_013638"
"Aeromonas virus 25AhydR2PP","Aeromonas phage_ZPAH7","E","MH179473","NC_047966"
"Aeromonas virus AS7","Aeromonas phage phiAS7","E","JN651747","NC_019528"
"Aeromonas virus ZPAH7","Aeromonas phage ZPAH7B","E","MH992513","NC_048133"
"Yersinia virus ISAO8","Yersinia phage vB_YenP_ISAO8","E","KT184661","NC_028850"
"Aeromonas virus Ahp1","Aeromonas phage Ahp1","E","KT949345","NC_047866"
"Aeromonas virus CF7","Aeromonas phage CF7","E","MF683623","NC_047865"
"Cronobacter virus DevCD23823","Cronobacter phage Dev-CD-23823","E","LN878149","NC_029070"
"Cronobacter virus GAP227","Cronobacter phage vB_CskP_GAP227","E","KC107834","NC_020078"
"Salmonella virus Spp16","Salmonella phage vB_SpuP_Spp16","E","MG878892","NC_047941"
"Yersinia virus R8-01","Yersinia phage phiR8-01","E","HE956707","NC_047951"
"Yersinia virus fHeYen301","Yersinia phage fHe-Yen3-01","E","KY318515","NC_047805"
"Yersinia virus Phi80-18","Yersinia phage phi80-18","E","HE956710","NC_019911"
"Pectobacterium virus Arno160","Pectobacterium phage Arno160","E","MK053931","NC_048111"
"Pectobacterium virus PP2","Pectobacterium phage PP2","E","KX756572","NC_047778"
"Proteus virus PM85","Proteus phage PM 85","E","KM819695","NC_027379"
"Proteus virus PM93","Proteus phage PM 93","E","KM819696","NC_027390"
"Proteus virus PM116","Proteus phage PM 116","E","KU946962","NC_047858"
"Proteus virus Pm5460","Proteus phage vB_PmiP_Pm5460","E","KP890822","NC_028916"
"Pectobacterium virus PP1","Pectobacterium phage PP1","E","JQ837901","NC_019542"
"Erwinia virus Era103","Erwinia phage Era103","E","EF160123","NC_009014"
"Erwinia virus S2","Erwinia phage vB_EamP-S2","E","MG736918","NC_047917"
"Lelliottia virus phD2B","Lelliottia phage phD2B","E","KM370384","NC_025450"
"Citrobacter CrRp3","Citrobacter phage vB_CroP_CrRp3","E","MG775042","NC_047920"
"Escherchia virus LL11","Escherichia phage LL11","E","MH729818","NC_048064"
"Escherichia virus AAPEc6","Escherichia phage AAPEc6","E","KX279892","NC_047769"
"Escherichia virus ACGC91","Escherichia phage vB_EcoP_ACG-C91","E","JN986844","NC_019403"
"Escherichia virus B","Escherichia phage vB_EcoP_B","E","KY295891","NC_047806"
"Escherichia virus C","Escherichia phage vB_EcoP_C","E","KY295892","NC_047807"
"Escherichia virus K","Escherichia phage vB_EcoP_K","E","KY295897","NC_047809"
"Escherichia virus K1-5","Escherichia phage K1-5","E","AY370674","NC_008152"
"Escherichia virus K1E","Enterobacteria phage K1E","E","AM084415","NC_007637"
"Escherichia virus mutPK1A2","Escherichia phage mutPK1A2","E","MG004687","NC_047889"
"Escherichia virus VEc3","Escherichia phage VEc3","E","MG251390","NC_047899"
"Escherichia virus UAB78","Salmonella phage UAB_phi78","E","GU595417","NC_020414"
"Salmonella virus BP12B","Salmonella phage BP12B","E","KM366097","NC_031271"
"Salmonella virus SP6","Salmonella phage SP6","E","AY288927","NC_004831"
"Burkholderia virus BpAMP1","Burkholderia phage Bp-AMP1","E","HG793132","NC_047743"
"Ralstonia virus RSPI1","Ralstonia phage RS-PI-1","E","KY464836","NC_047816"
"Ralstonia virus RSB1","Ralstonia phage RSB1","E","AB451219","NC_011201"
"Ralstonia virus RsoP1IDN","Ralstonia phage RsoP1IDN","E","MG652450","NC_047930"
"Burkholderia virus JG068","Burkholderia phage JG068","E","KC853746","NC_022916"
"Ralstonia virus RSJ2","Ralstonia phage RSJ2","E","AB920995","NC_028988"
"Ralstonia virus RSJ5","Ralstonia phage RSJ5","E","AB983711","NC_029007"
"Ralstonia virus RSPII1","Ralstonia phage RS-PII-1","E","KY316062","NC_047804"
"Shigella virus Buco","Shigella phage_Buco","E","MK562503","NC_048174"
"Escherichia virus Minorna","Escherichia phage Minorna","E","MK598851","NC_048172"
"Klebsiella virus AltoGao","Klebsiella phage AltoGao","E","MF612071","NC_047849"
"Klebsiella virus BO1E","Klebsiella phage phiBO1E","E","KM576124","NC_047748"
"Klebsiella virus F19","Klebsiella phage F19","E","KF765493","NC_023567"
"Klebsiella virus K244","Klebsiella phage NTUH-K2044-K1-1","E","AB716666","NC_025418"
"Klebsiella virus Kp2","Klebsiella phage Kp2","E","KT367886","NC_028664"
"Klebsiella virus KP34","Klebsiella phage KP34","E","GQ413938","NC_013649"
"Klebsiella virus KPRio2015","Klebsiella phage KP-Rio/2015","E","KX856662","NC_047779"
"Klebsiella virus KpS2","Klebsiella phage phiKpS2","E","KX587949","NC_047857"
"Klebsiella virus KpV41","Klebsiella phage KpV41","E","KT964103","NC_028670"
"Klebsiella virus KpV48","Klebsiella phage vB_KpnP_KpV48","E","KX237514","NC_047783"
"Klebsiella virus KpV71","Klebsiella phage KpV71","E","KU666550","NC_031246"
"Klebsiella virus KpV74","Klebsiella phage vB_KpnP_KpV74","E","KY385423","NC_047811"
"Klebsiella virus KpV475","Klebsiella phage KpV475","E","KX211991","NC_031025"
"Klebsiella virus KPV811","Klebsiella phage KPV811","E","KY000081","NC_047787"
"Klebsiella virus myPSH1235","Klebsiella phage myPSH1235","E","MG972768","NC_047944"
"Klebsiella virus SU503","Klebsiella phage vB_KpnP_SU503","E","KP708985","NC_028816"
"Klebsiella virus SU552A","Klebsiella phage vB_KpnP_SU552A","E","KP708986","NC_028870"
"Shigella virus SFN6B","Shigella phage SFN6B","E","KY684082","NC_047929"
"Enterobacter virus KDA1","Enterobacter phage phiKDA1","E","JQ267518","NC_027980"
"Proteus virus PM16","Proteus phage PM16","E","KF319020","NC_027342"
"Proteus virus PM75","Proteus phage PM 75","E","KM819694","NC_027363"
"Dickeya virus Dagda","Dickeya phage Dagda","E","MH059632","NC_047961"
"Dickeya virus Katbat","Dickeya phage_Katbat","E","MH807813","NC_048057"
"Dickeya virus Luksen","Dickeya phage_Luksen","E","MH807815","NC_048059"
"Dickeya virus Mysterion","Dickeya phage_Mysterion","E","MH807817","NC_048060"
"Yersinia virus AP10","Yersinia phage vB_YenP_AP10","E","KT852574","NC_028655"
"Erwinia virus FE44","Erwinia phage FE44","E","KF700371","NC_022744"
"Escherichia virus 285P","Escherichia phage 285P","E","GQ468526","NC_015249"
"Escherichia virus BA14","Escherichia phage BA14","E","EU734171","NC_011040"
"Escherichia virus P483","Escherichia phage P483","E","KP090453","NC_028822"
"Escherichia virus P694","Escherichia phage P694","E","KP090454","NC_028863"
"Escherichia virus S523","Escherichia phage vB_EcoP_S523","E","MH031343","NC_047984"
"Kluyvera virus Kvp1","Kluyvera phage Kvp1","E","FJ194439","NC_011534"
"Pectobacterium virus PP74","Pectobacterium phage PP74","E","KY084243","NC_047789"
"Salmonella virus BP12A","Salmonella phage BP12A","E","KM366096","NC_031258"
"Salmonella virus BSP161","Salmonella phage_BSP161","E","MG471392","NC_048105"
"Shigella virus A7","Shigella phage vB_ShiP_A7","E","MK685668","NC_048180"
"Yersinia virus Berlin","Yersinia phage Berlin","E","AM183667","NC_008694"
"Yersinia virus PYPS50","Yersinia phage PYPS50","E","MH809534","NC_048108"
"Yersinia virus Yepe2","Yersinia phage Yepe2","E","EU734170","NC_011038"
"Yersinia virus Yepf","Yersinia phage Yep-phi","E","HQ333270","NC_023715"
"Citrobacter virus CR8","Citrobacter phage CR8","E","HG818824","NC_023548"
"Vibrio virus ICP3","Vibrio phage ICP3","E","HQ641340","NC_015159"
"Vibrio virus N4","Vibrio phage N4","E","FJ409640","NC_013651"
"Vibrio virus VP4","Vibrio phage VP4","E","DQ029335","NC_007149"
"Enterobacter virus Eap1","Enterobacter phage phiEap-1","E","KT321314","NC_028772"
"Erwinia virus L1","Erwinia phage vB_EamP-L1","E","HQ728265","NC_019510"
"Escherichia virus SRT7","Escherichia phage SRT7","E","MH370477","NC_048002"
"Pseudomonas virus 17A","Pseudomonas phage 17A","E","LN889995","NC_048201"
"Pseudomonas virus gh1","Pseudomonas phage gh-1","E","AF493143","NC_004665"
"Pseudomonas virus Henninger","Pseudomonas phage Henninger","E","MG775258","NC_047922"
"Pseudomonas virus KNP","Pseudomonas phage KNP","E","KY798121","NC_047827"
"Pseudomonas virus Pf1ERZ2017","Pseudomonas phage Pf1 ERZ-2017","E","MG250485","NC_047874"
"Pseudomonas virus PhiPSA2","Pseudomonas phage phiPSA2","E","KJ507099","NC_024362"
"Pseudomonas virus PhiPsa17","Pseudomonas phage phiPsa17","E","KR091952","NC_047747"
"Pseudomonas virus PPPL1","Pseudomonas phage PPPL-1","E","KU064779","NC_028661"
"Pseudomonas virus shl2","Pseudomonas phage shl2","E","LN889756","NC_048200"
"Pseudomonas virus WRT","Pseudomonas phage WRT","E","KY798120","NC_047826"
"Yersinia virus fPS9","Yersinia phage fPS-9","E","LT960606","NC_047934"
"Yersinia virus fPS53","Yersinia phage fPS-53","E","LT962379","NC_047936"
"Yersinia virus fPS59","Yersinia phage fPS-59","E","LT961845","NC_047935"
"Yersinia virus fPS54ocr","Yersinia phage fPS-54-ocr","E","LT962475","NC_047937"
"Pectobacterium virus Jarilo","Pectobacterium phage Jarilo","E","MH059637","NC_047963"
"Citrobacter virus CR44b","Citrobacter phage CR44b","E","HG818823","NC_023576"
"Citrobacter virus SH3","Citrobacter phage SH3","E","KU687349","NC_031123"
"Citrobacter virus SH4","Citrobacter phage SH4","E","KU687350","NC_031018"
"Cronobacter virus Dev2","Cronobacter phage Dev2","E","HG813241","NC_023558"
"Cronobacter virus GW1","Cronobacter phage GW1","E","MH491167","NC_048161"
"Enterobacter virus EcpYZU01","Enterobacter phage EcpYZU01","E","MK033136","NC_048135"
"Escherichia virus EcoDS1","Escherichia phage EcoDS1","E","EU734172","NC_011042"
"Escherichia virus F","Escherichia phage vB_EcoP_F","E","KY295894","NC_047808"
"Escherichia virus GA2A","Escherichia phage GA2A","E","KT990215","NC_031943"
"Escherichia virus IMM002","Escherichia phage IMM-002","E","MF630921","NC_048071"
"Escherichia virus K1F","Escherichia phage K1F","E","AM084414","NC_007636"
"Escherichia virus LM33P1","Escherichia phage LM33_P1","E","LT594300","NC_031937"
"Escherichia virus PE3-1","Escherichia phage PE3-1","E","KJ748011","NC_024379"
"Escherichia virus Ro45lw","Escherichia phage Ro45lw","E","MK301532","NC_048136"
"Escherichia virus ST31","Escherichia phage ST31","E","KY962008","NC_047829"
"Escherichia virus Vec13","Escherichia phage_Vec13","E","MH400309","NC_048023"
"Escherichia virus YZ1","Escherichia phage YZ1","E","MG845865","NC_047927"
"Escherichia virus ZG49","Escherichia phage ZG49","E","KX669227","NC_047777"
"Shigella virus SFPH2","Shigella phage SFPH2","E","MH464253","NC_048025"
"Morganella virus MmP1","Morganella phage MmP1","E","EU652770","NC_011085"
"Morganella virus MP2","Morganella phage vB_MmoP_MP2","E","KX078568","NC_031115"
"Dickeya virus JA10","Dickeya phage_vB_DsoP_JA10","E","MH460459","NC_048052"
"Dickeya virus Ninurta","Dickeya phage Ninurta","E","MH059639","NC_047964"
"Pectobacterium virus PP47","Pectobacterium phage PP47","E","KY250035","NC_047801"
"Pectobacterium virus PP81","Pectobacterium phage PP81","E","KY124276","NC_047797"
"Pectobacterium virus PPWS4","Pectobacterium phage PPWS4 DNA","E","LC216347","NC_047819"
"Pseudomonas virus PPpW4","Pseudomonas phage PPpW-4","E","AB775549","NC_023005"
"Pseudomonas virus 22PfluR64PP","Pseudomonas phage 22PfluR64PP","E","MH179472","NC_047965"
"Pseudomonas virus IBBPF7A","Pseudomonas phage phiIBB-PF7A","E","GU583987","NC_015264"
"Pseudomonas virus Pf10","Pseudomonas phage Pf-10","E","KP025626","NC_027292"
"Pseudomonas virus PFP1","Pseudomonas phage PFP1","E","MH268168","NC_047997"
"Pseudomonas virus PhiS1","Pseudomonas phage Phi-S1","E","JX173487","NC_021062"
"Pseudomonas virus UNOSLW1","Pseudomonas phage UNO-SLW1","E","KX431888","NC_047873"
"Pseudomonas virus PspYZU08","Pseudomonas phage PspYZU08","E","KY971611","NC_047981"
"Escherichia virus K30","Escherichia phage K30","E","HM480846","NC_015719"
"Klebsiella virus 2044-307w","Klebsiella phage 2044-307w","E","MF285615","NC_047842"
"Klebsiella virus BIS33","Klebsiella phage vB_KpnP_BIS33","E","KY652725","NC_047781"
"Klebsiella virus Henu1","Klebsiella phage Henu1","E","MK203841","NC_048138"
"Klebsiella virus IL33","Klebsiella phage vB_KpnP_IL33","E","KY652724","NC_047782"
"Klebsiella virus IME205","Klebsiella phage vB_KpnP_IME205","E","KU183006","NC_047761"
"Klebsiella virus IME321","Klebsiella phage_vB_KpnP_IME321","E","MH587638","NC_048014"
"Klebsiella virus K5","Klebsiella phage K5","E","KR149291","NC_028800"
"Klebsiella virus K11","Klebsiella phage K11","E","EU734173","NC_011043"
"Klebsiella virus K5-2","Klebsiella phage K5-2","E","KY389315","NC_047798"
"Klebsiella virus K5-4","Klebsiella phage K5-4","E","KY389316","NC_047799"
"Klebsiella virus KN1-1","Klebsiella phage KN1-1","E","LC413193","NC_048129"
"Klebsiella virus KN3-1","Klebsiella phage KN3-1","E","LC413194","NC_048131"
"Klebsiella virus KN4-1","Klebsiella phage KN4-1","E","LC413195","NC_048130"
"Klebsiella virus Kp1","Klebsiella phage vB_Kp1","E","KT367885","NC_028688"
"Klebsiella virus KP32","Klebsiella phage KP32","E","GQ413937","NC_013647"
"Klebsiella virus KP32i192","Klebsiella phage KP32_isolate 192","E","MH172261","NC_047968"
"Klebsiella virus KP32i194","Klebsiella phage KP32_isolate 194","E","MH172262","NC_047969"
"Klebsiella virus KP32i195","Klebsiella phage KP32_isolate 195","E","MH172263","NC_047970"
"Klebsiella virus KP32i196","Klebsiella phage KP32_isolate 196","E","MH172264","NC_047971"
"Klebsiella virus kpssk3","Klebsiella phage kpssk3","E","MK134560","NC_048114"
"Klebsiella virus KpV289","Klebsiella phage vB_KpnP_KpV289","E","LN866626","NC_028977"
"Klebsiella virus KpV763","Klebsiella phage vB_KpnP_KpV763","E","KX591654","NC_047771"
"Klebsiella virus KpV766","Klebsiella phage vB_KpnP_KpV766","E","KX712071","NC_047773"
"Klebsiella virus KpV767","Klebsiella phage vB_KpnP_KpV767","E","KX712070","NC_047772"
"Klebsiella virus Pharr","Klebsiella phage Pharr","E","MK618658","NC_048175"
"Klebsiella virus PRA33","Klebsiella phage vB_KpnP_PRA33","E","KY652723","NC_047780"
"Klebsiella virus SHKp152234","Klebsiella phage SH-Kp 152234","E","KY450753","NC_047980"
"Klebsiella virus SHKp152410","Klebsiella phage SH-Kp 152410","E","MG835568","NC_047908"
"Citrobacter virus CFP1","Citrobacter phage phiCFP-1","E","KP313531","NC_028880"
"Citrobacter virus SH1","Citrobacter phage SH1","E","KU687347","NC_031066"
"Citrobacter virus SH2","Citrobacter phage SH2","E","KU687348","NC_031092"
"Enterobacter virus E2","Enterobacter phage E-2","E","KP791805","NC_029102"
"Enterobacter virus E3","Enterobacter phage E-3","E","KP791806","NC_028795"
"Enterobacter virus KPN3","Enterobacter phage KPN3","E","KX452696","NC_047856"
"Enterobacteria virus T7M","Enterobacteria phage T7M","E","JX421753","NC_047867"
"Escherichia virus ECA2","Escherichia phage ECA2","E","KX130726","NC_047766"
"Escherichia virus LL2","Escherichia phage LL2","E","MH717709","NC_048063"
"Escherichia virus T3","Enterobacteria phage T3","E","KC960671","NC_047864"
"Escherichia virus T3Luria","Bacteriophage T3","E","AJ318471","NC_003298"
"Leclercia virus 10164-302","Leclercia phage 10164-302","E","MF285616","NC_047843"
"Salmonella virus SG-JL2","Salmonella phage phiSG-JL2","E","EU547803","NC_010807"
"Serratia virus 2050H2","Serratia phage 2050H2","E","MF285620","NC_047844"
"Serratia virus SM9-3Y","Serratia phage SM9-3Y","E","KX778611","NC_047774"
"Yersinia virus AP5","Yersinia phage vB_YenP_AP5","E","KM253764","NC_025451"
"Yersinia virus YeF10","Yersinia phage phiYe-F10","E","KT008108","NC_047755"
"Yersinia virus YeO3-12","Yersinia phage phiYeO3-12","E","AJ251805","NC_001271"
"Enterobacteria virus IME390","Enterobacteria phage vB_EcoP_IME390","E","MH779619","NC_048082"
"Escherichia virus 13a","Escherichia phage 13a","E","EU734174","NC_011045"
"Escherichia virus 64795ec1","Escherichia phage 64795_ec1","E","KU927499","NC_031114"
"Escherichia virus C5","Escherichia phage C5","E","MH717099","NC_048079"
"Escherichia virus CICC80001","Escherichia phage CICC 80001","E","KM242061","NC_027387"
"Escherichia virus Ebrios","Escherichia phage Ebrios","E","MG966531","NC_047942"
"Escherichia virus EG1","Escherichia phage EG1","E","MG488277","NC_047895"
"Escherichia virus HZ2R8","Escherichia phage HZ2R8","E","MG832642","NC_047923"
"Escherichia virus HZP2","Escherichia phage HZP2","E","MK542821","NC_048164"
"Escherichia virus N30","Escherichia phage N30","E","MH717098","NC_048078"
"Escherichia virus NCA","Escherichia phage NC-A","E","MK310182","NC_048163"
"Escherichia virus T7","Escherichia phage T7","E","V01146","NC_001604"
"Salmonella virus 3A8767","Salmonella phage 3A_8767","E","MH382198","NC_048004"
"Salmonella virus Vi06","Salmonella phage Vi06","E","FR667955","NC_015271"
"Stenotrophomonas virus IME15","Stenotrophomonas phage IME15","E","JX872508","NC_019416"
"Yersinia virus YpPY","Yersinia phage YpP-Y","E","JQ965700","NC_047939"
"Yersinia virus YpsPG","Yersinia phage YpsP-G","E","JQ965703","NC_047940"
"Pseudomonas virus Phi15","Pseudomonas phage phi15","E","FR823298","NC_015208"
"Pectobacterium virus DUPPII","Pectobacterium phage DU_PP_II","E","MF979561","NC_047886"
"Pseudomonas virus 3MF5","Pseudomonas phage vB_PsyP_3MF5","E","MT597419","zero"
"Synechococcus virus SCBP42","Synechococcus phage S-CBP42","E","KC310805","NC_029031"
"Ralstonia virus Anchaing","Ralstonia phage Anchaing","E","MT740728","zero"
"Aquamicrobium virus P14","Aquamicrobium phage P14","E","KX660669","NC_041912"
"Ashivirus S45C4","uncultured phage_MedDCM-OCT-S45-C4","E","AP013538","NC_047709"
